ts_code,indx_name,indx_csname,pub_party_name,pub_date,base_date,bp,adj_circle
931140.CSI,中证医药50指数,医药50,中证指数有限公司,20190320,20041231,1000.0,半年
931865.CSI,中证半导体产业指数,中证半导,中证指数有限公司,20190320,20161230,1000.0,半年
931087.CSI,中证科技龙头指数,科技龙头,中证指数有限公司,20190320,20120629,1000.0,半年
931151.CSI,中证光伏产业指数,光伏产业,中证指数有限公司、上海证券交易所,20190422,20121231,1000.0,半年
931152.CSI,中证创新药产业指数,CS创新药,中证指数有限公司、上海证券交易所,20190422,20141231,1000.0,半年
931079.CSI,中证5G通信主题指数,5G通信,中证指数有限公司、上海证券交易所,20190425,20151231,1000.0,半年
931165.CSI,中证新兴科技100策略指数,新兴科技100,中证指数有限公司、上海证券交易所,20190425,20081231,1000.0,三个月
931166.CSI,中证医药健康100策略指数,医药健康100,中证指数有限公司、上海证券交易所,20190425,20081231,1000.0,三个月
931161.CSI,中证0-4年期地方政府债指数,0-4年地债,中证指数有限公司、上海证券交易所,20190425,20131231,100.0,三个月
950041.CSI,上证投资级可转债及可交换债券指数,上证投资级转债及可交换债,中证指数有限公司、上海证券交易所,20190425,20081231,100.0,其他
980001.SZ,粤港澳大湾区创新100指数,湾创100,深圳证券信息有限公司,20190409,20170630,1000.0,半年
399293.SZ,创业板大盘指数,创业大盘,深圳证券信息有限公司、深圳证券交易所,20190418,20121231,1000.0,半年
000859.CSI,中证国企一带一路指数,国企一带一路,中证指数有限公司,20190516,20131231,1000.0,半年
000861.CSI,中证央企创新驱动指数,央企创新,中证指数有限公司,20190516,20121231,1000.0,半年
931159.CSI,中证研发创新100指数,创新100,中证指数有限公司,20190516,20140630,1000.0,半年
931187.CSI,中证科技100指数,科技100,中证指数有限公司,20190530,20140613,1000.0,半年
931186.CSI,中证科技50策略指数,中证科技,中证指数有限公司,20190530,20121231,1000.0,半年
CBA11901.OTH,中债-0-3年国开行债券指数,中债-0-3年国开行债券指数,中央国债登记结算有限责任公司,20190628,20111231,100.0,每日
721812.MI,MSCI中国A股国际通ESG通用指数,MSCI中国A股国际通ESG通用指数,摩根士丹利资本国际公司,20180806,20180531,1000.0,
931268.CSI,中证可持续发展100指数,持续发展,中证指数有限公司,20191115,20140630,1000.0,半年
931265.CSI,中证民企300指数,民企300,中证指数有限公司,20191115,20090630,1000.0,半年
931380.CSI,中证科技50指数,科技50,中证指数有限公司,20191125,20140630,1000.0,半年
399291.SZ,国证创业板中盘精选88指数,创精选88,深圳证券信息有限公司,20191106,20121231,1000.0,半年
950049.CSI,上证G60战略新兴产业成份指数,G60成指,中证指数有限公司、上海证券交易所,20191129,20160524,1000.0,半年
931372.CSI,中证浙江国资创新发展指数,浙江国资,中证指数有限公司,20191209,20121231,1000.0,半年
SPCLLHCP.OTH,标普中国A股大盘红利低波50指数,标普中国A股大盘红利低波50指数,标普道琼斯指数有限公司,20190401,20090123,1000.0,半年
931403.CSI,中证新华社民族品牌工程指数,品牌工程,中证指数有限公司、上海证券交易所,20200114,20170825,1000.0,三个月
931395.CSI,中证沪港深300指数,沪港深300,中证指数有限公司、上海证券交易所,20200114,20141114,1000.0,半年
931402.CSI,中证证券公司先锋策略指数,证券先锋,中证指数有限公司、上海证券交易所,20200114,20131231,1000.0,一个月
931393.CSI,中证湖北新旧动能转换指数,湖北指数,中证指数有限公司,20200204,20121231,1000.0,半年
931409.CSI,中证沪港深创新药产业指数,SHS创新药,中证指数有限公司,20200220,20141231,1000.0,半年
931404.CSI,中证沪港深品牌消费50指数,SHS品牌消费50,中证指数有限公司,20200220,20091231,1000.0,半年
931412.CSI,中证证券公司30指数,证券公司30,中证指数有限公司,20200220,20131231,1000.0,半年
931406.CSI,中证5G产业50指数,5G50,中证指数有限公司,20200220,20151231,1000.0,半年
931454.CSI,中证港股通消费主题指数,港股通消费,中证指数有限公司,20200306,20141114,1000.0,半年
399285.SZ,深证物联网50指数,物联网50,深圳证券信息有限公司、深圳证券交易所,20200218,20121231,1000.0,半年
931447.CSI,中证科技先锋指数,科技先锋,中证指数有限公司、上海证券交易所,20200421,20140630,1000.0,半年
931470.CSI,中证沪港深云计算产业指数,SHS云计算,中证指数有限公司、上海证券交易所,20200421,20141231,1000.0,半年
931442.CSI,中证沪港深科技100指数,SHS科技100,中证指数有限公司、上海证券交易所,20200421,20141114,3000.0,半年
931456.CSI,中证全球中国教育主题指数,中国教育,中证指数有限公司、上海证券交易所,20200421,20141231,1000.0,半年
931463.CSI,沪深300ESG基准指数,300ESG,中证指数有限公司,20200430,20170630,1000.0,半年
931476.CSI,中证ESG120策略指数,ESG120策略,中证指数有限公司,20200430,20170630,1000.0,半年
931480.CSI,中证线上消费主题指数,线上消费,中证指数有限公司,20200506,20141231,1000.0,半年
931481.CSI,中证沪港深线上消费主题指数,SHS线上消费,中证指数有限公司,20200506,20141231,1000.0,半年
931484.CSI,中证医药及医疗器械创新指数,CS医药创新,中证指数有限公司,20200506,20141231,1000.0,半年
931487.CSI,中证沪港深人工智能50指数,SHS人工智能50,中证指数有限公司,20200506,20141231,1000.0,半年
931468.CSI,中证红利质量指数,红利质量,中证指数有限公司、上海证券交易所,20200521,20041231,1000.0,半年
931494.CSI,中证消费电子主题指数,消费电子,中证指数有限公司,20200612,20121231,1000.0,半年
931469.CSI,中证云计算50指数,云计算50,中证指数有限公司,20200612,20141231,1000.0,半年
931495.CSI,中证工业互联网主题指数,工业互联,中证指数有限公司,20200708,20141231,1000.0,半年
931521.CSI,中证智选航空航天科技指数,智选航空航天科技,中证指数有限公司,20200708,20121231,1000.0,半年
000688.SH,上证科创板50成份指数,科创50,中证指数有限公司、上海证券交易所,20200723,20191231,1000.0,三个月
931524.CSI,中证沪港深科技龙头指数,SHS科技龙头,中证指数有限公司,20200716,20141114,1000.0,半年
931552.CSI,中证1-3年国债指数,1-3年国债,中证指数有限公司,20200803,20071231,100.0,一个月
931554.CSI,中证长江保护主题指数,长江保护,中证指数有限公司,20200819,20140630,1000.0,半年
931526.CSI,中证企业核心竞争力50指数,企业核心竞争力50,中证指数有限公司,20200824,20170630,1000.0,一年
FISAULM.OTH,富时沙特阿拉伯指数,富时沙特阿拉伯指数,富时罗素,20181127,,,
931582.CSI,中证数字经济主题指数,数字经济,中证指数有限公司,20201109,20161230,1000.0,半年
931586.CSI,中证智选300价值稳健策略指数,300价值稳健,中证指数有限公司,20201109,20041231,1000.0,三个月
931587.CSI,中证智选500价值稳健策略指数,500价值稳健,中证指数有限公司,20201109,20041231,1000.0,三个月
931588.CSI,中证智选1000价值稳健策略指数,1000价值稳健,中证指数有限公司,20201109,20041231,1000.0,三个月
931589.CSI,中证智选300成长创新策略指数,300成长创新,中证指数有限公司,20201109,20041231,1000.0,三个月
931590.CSI,中证智选500成长创新策略指数,500成长创新,中证指数有限公司,20201109,20041231,1000.0,三个月
931591.CSI,中证智选1000成长创新策略指数,1000成长创新,中证指数有限公司,20201109,20041231,1000.0,三个月
399276.SZ,创业板科技指数,创科技,深圳证券信息有限公司、深圳证券交易所,20201026,20121231,1000.0,半年
399275.SZ,创业板医药卫生指数,创医药,深圳证券信息有限公司、深圳证券交易所,20201026,20121231,1000.0,半年
931596.CSI,中证沪港深张江自主创新50指数,SHS张江50,中证指数有限公司,20201218,20141231,1000.0,半年
931594.CSI,中证卫星产业指数,卫星产业,中证指数有限公司,20201222,20151231,1000.0,半年
931637.CSI,中证港股通互联网指数,港股通互联网,中证指数有限公司,20210111,20161230,1000.0,半年
987008.CNI,国证港股通科技指数,港股通科技,深圳证券信息有限公司,20210308,20141231,1000.0,三个月
931695.CSI,中证成渝地区双城经济圈成份指数,成渝经济圈,中证指数有限公司,20210429,20111230,1000.0,半年
931643.CSI,中证科创创业50指数,科创创业50,中证指数有限公司,20210601,20191231,1000.0,三个月
931696.CSI,中证科技优势成长50策略指数,科技50策略,中证指数有限公司,20210712,20081231,1000.0,三个月
CBA21801.OTH,中债-30年期国债指数,中债-30年期国债指数,中央国债登记结算有限责任公司,20210709,20101231,100.0,一个月
000682.SH,上证科创板新一代信息技术指数,科创信息,中证指数有限公司、上海证券交易所,20210816,20191231,1000.0,三个月
931733.CSI,中证绿色能源指数,绿色能源,中证指数有限公司,20210819,20131231,1000.0,半年
931752.CSI,中证工程机械主题指数,工程机械主题,中证指数有限公司,20210927,20160630,1000.0,半年
GPCCH003.OTH,富时中国国企开放共赢指数,富时中国国企开放共赢指数,富时罗素,20190927,20170317,1000.0,半年
931755.CSI,中证上海环交所碳中和指数,SEEE碳中和,中证指数有限公司,20211021,20170630,1000.0,半年
987016.CNI,国证港股通红利低波动率指数,港股通红利低波,深圳证券信息有限公司,20211118,20141231,1000.0,半年
987018.CNI,国证港股通创新药指数,港股通创新药,深圳证券信息有限公司,20211118,20181231,1000.0,三个月
987022.CNI,国证港股通互联网指数,港股通互联网,深圳证券信息有限公司,20211118,20141231,1000.0,半年
931790.CSI,中证韩交所中韩半导体指数,中韩半导体,中证指数有限公司,20211220,20141231,1000.0,半年
SPNCSCHN.OTH,标普新中国行业(A股上限)指数,标普新中国行业(A股上限)指数,标普道琼斯指数有限公司,20200630,20101231,1000.0,
987024.CNI,国证港股通消费主题指数,港股通消费,深圳证券信息有限公司,20220411,20141231,1000.0,三个月
931866.CSI,中证机床指数,中证机床,中证指数有限公司,20220509,20161230,1000.0,半年
000683.SH,上证科创板生物医药指数,科创生物,中证指数有限公司、上海证券交易所,20220509,20191231,1000.0,三个月
000685.SH,上证科创板芯片指数,科创芯片,中证指数有限公司、上海证券交易所,20220613,20191231,1000.0,三个月
931239.CSI,中证港股通汽车产业主题指数,港股通汽车,中证指数有限公司,20220721,20161230,1000.0,半年
932069.CSI,中证港股通医疗主题指数,港股通医疗主题,中证指数有限公司,20220721,20181231,1000.0,半年
931235.CSI,中证电信主题指数,中证电信,中证指数有限公司,20220721,20181228,1000.0,半年
000689.SH,上证科创板新材料指数,科创材料,中证指数有限公司、上海证券交易所,20220815,20191231,1000.0,三个月
931994.CSI,中证电网设备主题指数,电网设备主题,中证指数有限公司,20221011,20140630,1000.0,半年
399264.SZ,创业板软件指数,创业软件,深圳证券信息有限公司、深圳证券交易所,20220929,20171229,1000.0,半年
399266.SZ,创业板新能源指数,创新能源,深圳证券信息有限公司、深圳证券交易所,20220929,20171229,1000.0,半年
000690.SH,上证科创板成长指数,科创成长,中证指数有限公司、上海证券交易所,20221104,20191231,1000.0,三个月
932038.CSI,中证国新央企科技引领指数,央企科技引领,中证指数有限公司,20221116,20161230,1000.0,半年
932037.CSI,中证国新央企现代能源指数,央企现代能源,中证指数有限公司,20221116,20161230,1000.0,半年
932039.CSI,中证国新央企股东回报指数,央企股东回报,中证指数有限公司,20221116,20161230,1000.0,一年
NDXTMC.NASDAQ,纳斯达克科技市值加权指数,纳斯达克科技市值加权指数,美国纳斯达克证券交易所,20220321,20220321,1000.0,
GPCSP006.OTH,富时亚太精选指数,富时亚太精选指数,富时罗素,20220527,20150918,1000.0,一年
950243.CSI,上证基准做市国债指数,沪做市国债,中证指数有限公司、上海证券交易所,20230206,20220630,100.0,一个月
950245.CSI,上证基准做市公司债指数,沪做市公司债,中证指数有限公司、上海证券交易所,20230206,20220630,100.0,一个月
931241.CSI,中证家居家电指数,家居家电,中证指数有限公司,20230323,20141231,1000.0,半年
932088.CSI,中证全指航空航天指数,全指航空,中证指数有限公司,20230323,20211231,1000.0,半年
932087.CSI,中证全指集成电路指数,集成电路,中证指数有限公司,20230329,20211231,1000.0,半年
932094.CSI,中证全指软件开发指数,软件开发,中证指数有限公司,20230329,20211231,1000.0,半年
000692.SH,上证科创板新能源指数,科创新能,中证指数有限公司、上海证券交易所,20230403,20191231,1000.0,三个月
000693.SH,上证科创板工业机械指数,科创机械,中证指数有限公司、上海证券交易所,20230403,20191231,1000.0,三个月
707717.MI,MSCI中国A股国际公司质量指数,MSCI中国A股国际公司质量指数,摩根士丹利资本国际公司,20150827,20081125,1000.0,
931243.CSI,中证诚通央企ESG指数,诚通央企ESG,中证指数有限公司,20230504,20161230,1000.0,半年
931132.CSI,中证诚通央企红利指数,诚通央企红利,中证指数有限公司,20230504,20161230,1000.0,一年
921128.CNI,深证基准做市信用债指数,深做市信用债,深圳证券信息有限公司、深圳证券交易所,20230412,20220630,100.0,一个月
718711.MI,MSCI中国A股人民币指数,MSCI中国A股人民币指数,摩根士丹利资本国际公司,20180301,20081125,1000.0,
735577.MI,MSCI中国A50互联互通指数,MSCI中国A50互联互通指数,摩根士丹利资本国际公司,20210820,20121130,1000.0,
931248.CSI,中证油气资源指数,油气资源,中证指数有限公司,20230612,20141231,1000.0,半年
000698.SH,上证科创板100指数,科创100,中证指数有限公司、上海证券交易所,20230807,20191231,1000.0,三个月
931946.CSI,中证畜牧养殖产业指数,畜牧养殖,中证指数有限公司,20230728,20211231,1000.0,半年
750108.MI,MSCI美国50指数,MSCI美国50指数,摩根士丹利资本国际公司,20220608,20000531,1000.0,三个月
931529.CSI,中证诚通国企数字经济指数,国企数字经济,中证指数有限公司,20230804,20161230,1000.0,半年
932000.CSI,中证2000指数,中证2000,中证指数有限公司,20230811,20131231,1000.0,半年
932160.CSI,中证AAA科技创新公司债指数,AAA科创债,中证指数有限公司,20230824,20220630,100.0,一个月
950167.CSI,上证AAA科技创新公司债指数,沪AAA科创债,中证指数有限公司、上海证券交易所,20230824,20220630,100.0,一个月
931722.CSI,中证国新港股通央企红利指数,国新港股通央企红利,中证指数有限公司,20230913,20161230,1000.0,一年
932200.CSI,中证国债及政策性金融债0-3年指数,国债及政金债0-3,中证指数有限公司,20231010,20071231,100.0,一个月
932052.CSI,中证诚通央企科技创新指数,央企科技创新,中证指数有限公司,20231010,20191231,1000.0,半年
399850.SZ,深证50指数,深证50,深圳证券信息有限公司、深圳证券交易所,20231018,20021231,1000.0,半年
931823.CSI,中证国资央企50指数,国资央企50,中证指数有限公司,20231109,20161230,1000.0,半年
ASIATECP.OTH,新交所泛东南亚科技指数,新交所泛东南亚科技指数,新加坡证券交易有限公司,20221128,20111128,1000.0,三个月
399750.SZ,深证主板50指数,深主板50,深圳证券信息有限公司、深圳证券交易所,20231115,20041231,1000.0,半年
399019.SZ,创业板200指数,创业200,深圳证券信息有限公司、深圳证券交易所,20231115,20120629,1000.0,半年
932066.CSI,中证半导体行业精选指数,半导体行业精选,中证指数有限公司,20231110,20141231,1000.0,半年
921130.CNI,深证AAA科技创新公司债指数,深AAA科创债,深圳证券信息有限公司、深圳证券交易所,20231123,20221230,100.0,一个月
930050.CSI,中证A50指数,中证A50,中证指数有限公司,20240102,20141231,1000.0,半年
950175.CSI,上证30年期国债指数,沪30年国债,中证指数有限公司、上海证券交易所,20231219,20101231,100.0,三个月
SP5CSSUP.OTH,标普500消费精选指数,标普500消费精选指数,标普道琼斯指数有限公司,20221121,20120316,,三个月
931848.CSI,中证800红利低波动指数,800红利低波,中证指数有限公司,20240521,20131231,1000.0,半年
932315.CSI,中证全指红利质量指数,中证红利质量,中证指数有限公司,20240708,20131231,1000.0,半年
970070.SZ,创业板人工智能指数,创业板人工智能,深圳证券信息有限公司、深圳证券交易所,20240711,20181228,1000.0,半年
950162.CSI,上证科创板芯片设计主题指数,科创芯片设计,中证指数有限公司、上海证券交易所,20240726,20191231,1000.0,半年
950125.CSI,上证科创板半导体材料设备主题指数,科创半导体材料设备,中证指数有限公司、上海证券交易所,20240726,20191231,1000.0,半年
950180.CSI,上证科创板人工智能指数,科创AI,中证指数有限公司、上海证券交易所,20240725,20221230,1000.0,三个月
000699.SH,上证科创板200指数,科创200,中证指数有限公司、上海证券交易所,20240820,20221230,1000.0,三个月
950161.CSI,上证科创板创新药指数,科创新药,中证指数有限公司、上海证券交易所,20240823,20221230,1000.0,三个月
950228.CSI,上证智选科创板价值50策略指数,智选科创价值50,中证指数有限公司、上海证券交易所,20240823,20191231,1000.0,三个月
000510.SH,中证A500指数,中证A500,中证指数有限公司,20240923,20041231,1000.0,半年
950333.CSI,上证智选科创板创新价值指数,智选创新价值,中证指数有限公司、上海证券交易所,20240925,20191231,1000.0,半年
932305.CSI,中证智选高股息策略指数,智选高股息,中证指数有限公司,20240930,20051230,1000.0,一年
932366.CSI,沪深300自由现金流指数,300现金流,中证指数有限公司,20241112,20131231,1000.0,三个月
932367.CSI,中证500自由现金流指数,500现金流,中证指数有限公司,20241112,20131231,1000.0,三个月
932365.CSI,中证全指自由现金流指数,中证现金流,中证指数有限公司,20241211,20131231,1000.0,三个月
932368.CSI,中证800自由现金流指数,800现金流,中证指数有限公司,20241211,20131231,1000.0,三个月
EMASIAUP.OTH,新交所新兴亚洲精选50指数,新交所新兴亚洲精选50指数,新加坡证券交易有限公司,20240719,20180328,1000.0,半年
000680.SH,上证科创板综合指数,科创综指,中证指数有限公司、上海证券交易所,20250120,20191231,1000.0,不定期调整
000681.SH,上证科创板综合价格指数,科创价格,中证指数有限公司、上海证券交易所,20250120,20191231,1000.0,不定期调整
FCFQCD.OTH,富时中国A股自由现金流聚焦指数,富时中国A股自由现金流聚焦指数,富时罗素,20240729,20131231,1000.0,半年
932431.CSI,沪深300质量指数,300质量,中证指数有限公司,20250318,20101231,1000.0,半年
931855.CSI,中证通用航空主题指数,通用航空,中证指数有限公司,20250402,20201231,1000.0,半年
932422.CSI,中证A500红利低波动指数,A500红利低波,中证指数有限公司,20250409,20131231,1000.0,半年
932456.CSI,中证科创创业人工智能指数,科创创业AI,中证指数有限公司,20250514,20191231,1000.0,半年
932420.CSI,中证智选船舶产业指数,智选船舶产业,中证指数有限公司,20250528,20191231,1000.0,半年
950580.CSI,上证580指数,上证580,中证指数有限公司、上海证券交易所,20250616,20181228,1000.0,半年
931785.CSI,中证智选沪深港科技50指数,智选沪深港科技50,中证指数有限公司,20250627,20161230,1000.0,三个月
SPCADMCP.OTH,标普中国A股红利100指数,标普中国A股红利100,标普道琼斯指数有限公司,20180329,20060731,1000.0,半年
HSCEI.HI,恒生中国企业指数,恒生中国企业指数,恒生指数有限公司,19940808,20000103,2000.0,三个月
HSI.HI,恒生指数,恒生指数,恒生指数有限公司,19691124,19640731,100.0,三个月
HSFML25.HI,恒生中国(香港上市)30指数,恒生中国内地30,恒生指数有限公司,20030120,20000103,2000.0,三个月
HSCGSI.HI,恒生消费指数,恒生消费,恒生指数有限公司,20150817,20100305,3000.0,三个月
HSHCI.HI,恒生医疗保健指数,恒生医疗保健指数,恒生指数有限公司,20150817,20100305,3000.0,三个月
HSIII.HI,恒生互联网科技业指数,恒生互联网科技业指数,恒生指数有限公司,20150817,20100305,3000.0,三个月
HSHYLV.HI,恒生港股通高股息低波动指数,港股通高股息低波动,恒生指数有限公司,20170508,20100903,3000.0,半年
HSSCNE.HI,恒生港股通新经济指数,港股通新经济指数,恒生指数有限公司,20180108,20141231,3000.0,半年
HSSCHI.HI,恒生港股通创新药及医疗保健指数,港股通医疗保健,恒生指数有限公司,20190121,20141231,3000.0,半年
HSMCHYI.HI,恒生港股通中国内地企业高股息率指数,中国内地企业高股息率,恒生指数有限公司,20190909,20141231,3000.0,半年
HSSCHKY.HI,恒生港股通高股息率指数,港股通高股息率指数,恒生指数有限公司,20191118,20141231,3000.0,半年
HSBIO.HI,恒生生物科技指数,恒生生物科技,恒生指数有限公司,20191216,20131231,10000.0,三个月
HSSCT.HI,恒生港股通中国科技指数,港股通中国科技指数,恒生指数有限公司,20200217,20141231,3000.0,半年
HSSSHID.HI,恒生沪深港创新药精选50指数,沪深港创新药精选50,恒生指数有限公司,20200330,20141231,3000.0,半年
HSTECH.HI,恒生科技指数,恒生科技指数,恒生指数有限公司,20200727,20141231,3000.0,三个月
HSCAUPG.HI,恒生A股电网设备指数,A股电网设备,恒生指数有限公司,20220228,20181231,3000.0,半年
HSCSOE.HI,恒生中国央企指数,恒生中国央企,恒生指数有限公司,20230417,20181231,3000.0,三个月
HSIDI.HI,恒生创新药指数,恒生创新药,恒生指数有限公司,20230515,20191231,3000.0,半年
HSCSSE.HI,恒生A股专精特新企业指数,A股专精特新企业,恒生指数有限公司,20230605,20181231,3000.0,半年
HSSCSOY.HI,恒生港股通中国央企红利指数,港股通中国央企红利,恒生指数有限公司,20230612,20190614,3000.0,一年
HSSCID.HI,恒生港股通创新药指数,港股通创新药,恒生指数有限公司,20230710,20191231,3000.0,半年
HSSCPB.HI,恒生港股通创新药精选指数,创新药精选,恒生指数有限公司,20230717,20201231,3000.0,半年
HSSCITI.HI,恒生港股通科技主题指数,港股通科技主题,恒生指数有限公司,20230717,20201231,3000.0,半年
HSISC.HI,恒指港股通指数,恒指港股通,恒生指数有限公司,20240308,20200904,3000.0,三个月
HSSCAM.HI,恒生港股通汽车主题指数,港股通汽车主题,恒生指数有限公司,20240531,20201231,3000.0,半年
HSSC50.HI,恒生港股通50指数,港股通50,恒生指数有限公司,20250113,20211231,3000.0,半年
000990.CSI,中证全指主要消费指数,全指消费,中证指数有限公司,20110802,20041231,1000.0,半年
000046.SH,上证中小盘指数,上证中小,中证指数有限公司,20090703,20031231,1000.0,半年
000049.SH,上证民营企业50指数,上证民企,中证指数有限公司,20090825,20090630,1000.0,半年
000050.SH,上证50等权重指数,50等权,中证指数有限公司,20110104,20031231,1000.0,半年
000051.SH,上证180等权重指数,180等权,中证指数有限公司,20110524,20020628,3299.06,半年
000061.SH,上证企债30指数,沪企债30,中证指数有限公司,20100104,20081231,100.0,三个月
000063.SH,上证周期行业50指数,上证周期,中证指数有限公司,20100203,20031231,1000.0,半年
000064.SH,上证非周期行业100指数,非周期,中证指数有限公司,20100203,20031231,1000.0,半年
000067.SH,上证新兴产业指数,上证新兴,中证指数有限公司,20100430,20031231,1000.0,半年
000028.SH,上证180成长指数,180成长,中证指数有限公司,20090109,20020628,1000.0,半年
000032.SH,上证能源行业指数,上证能源,中证指数有限公司,20090109,20031231,1000.0,半年
000033.SH,上证原材料行业指数,上证材料,中证指数有限公司,20090109,20031231,1000.0,半年
000984.CSI,沪深300等权重指数,300等权,中证指数有限公司,20110802,20041231,1000.0,半年
000802.SH,中证500沪市指数,500沪市,中证指数有限公司,20111108,20041231,1000.0,半年
000816.CSI,中证细分房地产产业主题指数,细分地产,中证指数有限公司,20120411,20041231,1000.0,半年
000939.CSI,中证民企成长指数,民企成长,中证指数有限公司,20090825,20131213,1000.0,半年
000945.CSI,中证内地运输主题指数,内地运输,中证指数有限公司,20091028,20041231,1000.0,半年
399364.SZ,国证消费100指数,消费100,深圳证券信息有限公司,20090803,20041231,1000.0,半年
399377.SZ,巨潮小盘价值指数,小盘价值,深圳证券信息有限公司,20100104,20021231,1000.0,半年
399337.SZ,深证民营指数,深证民营,深圳证券信息有限公司,20090803,20041231,1000.0,半年
399612.SZ,中小创业企业100指数,中创100,深圳证券信息有限公司,20110228,20070629,1000.0,半年
399703.SZ,深证基本面200指数,深证F200,中证指数有限公司,20100510,20021231,1000.0,一年
399802.SZ,中证500深市指数,500深市,中证指数有限公司,20120905,20041231,1000.0,半年
399634.SZ,中小企业100等权重指数,中小等权,深圳证券信息有限公司,20111028,20061229,1000.0,半年
000155.SH,上证市值百强指数,市值百强,中证指数有限公司,20120720,20031231,1000.0,半年
399602.SZ,中小300成长指数,中小成长,深圳证券信息有限公司,20100524,20100319,1000.0,半年
000988.CSI,中证全指工业指数,全指工业,中证指数有限公司,20110802,20041231,1000.0,半年
CN5074.SZ,国证财富管理指数,财富管理,深圳证券信息有限公司,20150216,20021231,1000.0,半年
399422.SZ,中关村A股综合指数,中关村A指,深圳证券信息有限公司,20150205,20081231,1000.0,半年
000135.SH,上证180高贝塔指数,180高贝,中证指数有限公司,20120806,20020628,3299.06,半年
930915.CSI,中证港股通高股息投资人民币指数,港股通高股息CNY,中证指数有限公司,20161125,20141114,3000.0,一年
000140.CSI,上证5年期国债指数,5年国债,中证指数有限公司,20120912,20071231,100.0,三个月
CES300.OTH,中华交易服务沪深港300指数,中华沪深港300,中华证券交易服务有限公司,20141215,20081231,2000.0,半年
930916.CSI,中证10年期国债指数,中证10年国债,中证指数有限公司,20161205,20081231,100.0,一个月
SPTR500N.OTH,标普500净总收益指数,标普500净总收益指数,标普道琼斯指数有限公司,19570304,19280103,10.0,
930975.CSI,中证港股通医药卫生综合人民币指数,港股通医药CCNY,中证指数有限公司,20170623,20141114,3000.0,半年
930846.CSI,沪深300行业中性低波动指数,300SNLV,中证指数有限公司,20160624,20041231,1000.0,半年
930703.CSI,中证福建50指数,福建50,中证指数有限公司,20150709,20121231,1000.0,半年
950102.CSI,上证周期产业债指数,上证周期债,中证指数有限公司,20160819,20071231,100.0,一个月
H30251.CSI,中证500原材料指数,500原料,中证指数有限公司,20131106,20041231,1000.0,半年
950113.CSI,上证3-5年期中高等级可质押信用债指数,沪质中高债3-5,中证指数有限公司,20170223,20081231,100.0,一个月
931023.CSI,中证北京50指数,北京50,中证指数有限公司,20171030,20121231,1000.0,半年
DJI.UN,道琼斯工业平均指数,道琼斯工业平均指数,标普道琼斯指数有限公司,18960526,18960526,40.94,
930701.CSI,中证京津冀协同发展主题指数,CS京津冀,中证指数有限公司,20150709,20121231,1000.0,三个月
930838.CSI,中证高股息精选指数,CS高股息,中证指数有限公司,20160608,20041231,1000.0,一年
H30252.CSI,中证500工业指数,500工业,中证指数有限公司,20131106,20041231,1000.0,半年
H30089.CSI,中证红利潜力指数,红利潜力,中证指数有限公司,20130702,20051230,1000.0,一年
IMCI.SHF,上海期货交易所有色金属期货价格指数,上期有色金属指数,上海期货交易所,20121226,20020107,1000.0,一年
930999.CSI,中证沪港深粤港澳大湾区发展主题指数,SHS大湾区,中证指数有限公司,20170719,20161230,1000.0,半年
H50040.CSI,上证红利低波动指数,上红低波,中证指数有限公司,20140321,20051230,1000.0,一年
H01077.CSI,上证10年期国债指数(净价),10年国债(净),中证指数有限公司,20130307,20081231,100.0,三个月
H30020.CSI,中证800食品饮料指数,800食品,中证指数有限公司,20121221,20041231,1000.0,半年
H30205.CSI,中证饮料主题指数,饮料指数,中证指数有限公司,20130715,20041231,1000.0,半年
BOVESPA.OTH,巴西IBOVESPA指数,巴西BOVESPA指数,巴西圣保罗证券交易所,19680102,19680102,100.0,
H11017.CSI,中证金边中期国债指数,中期国债,中证指数有限公司,20110321,20071231,100.0,三个月
CAC40.FP,巴黎CAC40指数,巴黎CAC40指数,法国巴黎证券交易所,19880615,19871231,1000.0,
930839.CSI,中证港股通高股息精选指数,港股通高息精选,中证指数有限公司,20160608,20141114,3000.0,一年
H30255.CSI,中证500医药卫生指数,500医药,中证指数有限公司,20131106,20041231,1000.0,半年
950082.CSI,上证上海改革发展主题指数,上海改革,中证指数有限公司,20150803,20111231,1000.0,三个月
718711L.MI,MSCI中国A股人民币指数(本币),MSCI中国A股人民币指数(本币),摩根士丹利资本国际公司,20180301,20081125,1000.0,
930738.CSI,中证四川国企改革指数,四川国改,中证指数有限公司,20180710,20111231,1000.0,半年
HSBBAC.HI,恒生沪深港通大湾区综合指数,沪深港通大湾区综合指,恒生指数有限公司,20180521,20141231,3000.0,半年
931787CNY00.CSI,中证香港创新药人民币指数,港股创新药CNY,中证指数有限公司,20180814,20171229,1000.0,半年
707717L.MI,MSCI中国A股国际公司质量指数(本币),MSCI中国A股国际公司质量指数(本币),摩根士丹利资本国际公司,20150827,20081125,1000.0,
930938.CSI,中证500成长估值指数,500成长估值,中证指数有限公司,20181204,20091231,1000.0,半年
931127.CSI,中证浙江新动能指数,浙江新动能,中证指数有限公司,20190122,20081231,1000.0,半年
931163.CSI,中证浙江100指数,浙江100,中证指数有限公司,20190425,20121231,1000.0,半年
931167.CSI,中证先进制造100策略指数,先进制造100,中证指数有限公司,20190425,20081231,1000.0,三个月
950047.CSI,上证1-5年期地方政府债指数,上证1-5年地债,中证指数有限公司,20190425,20131231,100.0,一个月
