ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000001.SH,20240111,2886.6502,2873.7982,2896.1788,2867.7223,2877.7023,8.9479,0.3109,267050764,298552532.937
000001.SH,20240110,2877.7023,2886.9807,2903.1621,2870.4155,2893.2513,-15.549,-0.5374,244046526,281192192.4193
000001.SH,20240109,2893.2513,2887.1095,2900.7266,2878.4123,2887.5379,5.7134,0.1979,262955975,294446373.6825
000001.SH,20240108,2887.5379,2923.457,2924.4559,2887.5379,2929.1833,-41.6454,-1.4217,270275055,290730589.5888
000001.SH,20240105,2929.1833,2949.8221,2967.9677,2916.7206,2954.3486,-25.1653,-0.8518,301040239,325917001.1646
000001.SH,20240104,2954.3486,2965.5087,2966.6828,2936.6347,2967.2472,-12.8986,-0.4347,264980924,296291346.8788
000001.SH,20240103,2967.2472,2957.1117,2971.2834,2953.2901,2962.2762,4.971,0.1678,285455945,321018391.3101
000001.SH,20240102,2962.2762,2972.775,2976.2682,2962.2762,2974.9348,-12.6586,-0.4255,304141793,345950729.1946
000001.SH,20231229,2974.9348,2950.8372,2975.0319,2950.0173,2954.7035,20.2313,0.6847,290672687,349002967.2664
000001.SH,20231228,2954.7035,2913.1096,2961.6476,2909.3886,2914.6138,40.0897,1.3755,339213116,392449073.4933
000001.SH,20231227,2914.6138,2900.1491,2917.9564,2890.165,2898.8787,15.7351,0.5428,247900882,279048608.0094
000001.SH,20231226,2898.8787,2917.9708,2917.9708,2892.8373,2918.8126,-19.9339,-0.6829,228140855,260220552.7727
000001.SH,20231225,2918.8126,2909.8751,2920.6323,2903.987,2914.7752,4.0374,0.1385,229814178,261487251.019
000001.SH,20231222,2914.7752,2919.2879,2935.7002,2906.5094,2918.7149,-3.9397,-0.135,296628367,327498019.5805
000001.SH,20231221,2918.7149,2892.0201,2924.2562,2882.0195,2902.1096,16.6053,0.5722,282541827,315943775.5436
000001.SH,20231220,2902.1096,2932.1186,2937.1011,2902.0395,2932.3908,-30.2812,-1.0326,265562454,290838402.1394
000001.SH,20231219,2932.3908,2928.7631,2940.5014,2914.1253,2930.8036,1.5872,0.0542,265926980,283234126.1819
000001.SH,20231218,2930.8036,2936.5751,2951.1479,2924.3254,2942.5568,-11.7532,-0.3994,293086999,304915892.9995
000001.SH,20231215,2942.5568,2966.3015,2976.3094,2940.0266,2958.9856,-16.4288,-0.5552,289327642,322083690.7882
000001.SH,20231214,2958.9856,2979.699,2986.1773,2958.066,2968.7606,-9.775,-0.3293,271457650,312658124.5598
000001.SH,20231213,2968.7606,2997.3358,2997.3358,2968.7606,3003.4378,-34.6772,-1.1546,282754098,331476614.7207
000001.SH,20231212,3003.4378,2986.3282,3003.7455,2980.4462,2991.4385,11.9993,0.4011,287638762,333170576.4187
000001.SH,20231211,2991.4385,2956.2905,2995.6698,2930.422,2969.5594,21.8791,0.7368,360216344,405351583.2162
000001.SH,20231208,2969.5594,2965.3901,2980.8344,2962.327,2966.2061,3.3533,0.1131,369138705,423492311.9473
000001.SH,20231207,2966.2061,2965.6523,2976.0148,2949.1438,2968.9334,-2.7273,-0.0919,296243687,348039623.9694
000001.SH,20231206,2968.9334,2966.9475,2985.3143,2959.603,2972.2959,-3.3625,-0.1131,294104187,336218906.3564
000001.SH,20231205,2972.2959,3017.0102,3017.0102,2972.2959,3022.9138,-50.6179,-1.6745,293943278,340454488.0826
000001.SH,20231204,3022.9138,3033.298,3038.9794,3022.3477,3031.6358,-8.722,-0.2877,288162053,344279695.9666
000001.SH,20231201,3031.6358,3027.353,3035.7599,3010.2333,3029.6727,1.9631,0.0648,286089700,335547176.4257
000001.SH,20231130,3029.6727,3021.1025,3030.9086,3013.7678,3021.6874,7.9853,0.2643,282945357,326755696.0999
000001.SH,20231129,3021.6874,3038.4641,3038.9767,3017.6611,3038.5545,-16.8671,-0.5551,277956448,322141206.0787
000001.SH,20231128,3038.5545,3028.5983,3039.6945,3020.2306,3031.7002,6.8543,0.2261,268920746,317303697.7293
000001.SH,20231127,3031.7002,3038.1864,3038.3578,3015.0076,3040.9717,-9.2715,-0.3049,310517868,350705835.4579
000001.SH,20231124,3040.9717,3060.3306,3060.3306,3037.2012,3061.8562,-20.8845,-0.6821,287788413,311509355.9317
000001.SH,20231123,3061.8562,3041.6779,3062.8665,3034.2969,3043.611,18.2452,0.5995,276592059,315612515.6412
000001.SH,20231122,3043.611,3060.4984,3067.9625,3043.611,3067.9328,-24.3218,-0.7928,289056490,330385482.6694
000001.SH,20231121,3067.9328,3074.8281,3089.7738,3063.3449,3068.3191,-0.3863,-0.0126,330733102,391558034.8615
000001.SH,20231120,3068.3191,3056.9268,3072.5134,3043.5148,3054.3655,13.9536,0.4568,287556998,367109310.1683
000001.SH,20231117,3054.3655,3043.617,3055.8561,3033.7472,3050.9257,3.4398,0.1127,267606393,328568598.8254
000001.SH,20231116,3050.9257,3066.8554,3071.4522,3050.9257,3072.8348,-21.9091,-0.713,271079460,329364382.654
000001.SH,20231115,3072.8348,3077.0291,3080.1284,3064.3464,3056.0703,16.7645,0.5486,304250107,389515977.9747
000001.SH,20231114,3056.0703,3046.8171,3059.5294,3044.4259,3046.5329,9.5374,0.3131,294844733,358249840.1575
000001.SH,20231113,3046.5329,3044.0319,3048.6209,3028.168,3038.9699,7.563,0.2489,290430588,344120017.2218
000001.SH,20231110,3038.9699,3043.5585,3044.0007,3027.0878,3053.2792,-14.3093,-0.4687,285546497,346913084.5402
000001.SH,20231109,3053.2792,3047.6532,3063.4674,3045.8336,3052.3726,0.9066,0.0297,315621764,388556747.0915
000001.SH,20231108,3052.3726,3051.1531,3062.991,3037.2888,3057.2697,-4.8971,-0.1602,335677834,415289260.0783
000001.SH,20231107,3057.2697,3052.9202,3064.5771,3042.4689,3058.4105,-1.1408,-0.0373,326853455,401065573.9186
000001.SH,20231106,3058.4105,3047.1301,3058.9891,3037.6941,3030.7977,27.6128,0.9111,372949630,447638159.9487
000001.SH,20231103,3030.7977,3012.4654,3040.9807,3012.4654,3009.4058,21.3919,0.7108,268486347,329300477.5006
000001.SH,20231102,3009.4058,3028.6647,3038.6422,3009.121,3023.0765,-13.6707,-0.4522,268794581,311936400.7778
000001.SH,20231101,3023.0765,3038.1821,3038.3303,3013.933,3018.7706,4.3059,0.1426,280110445,347121456.4829
000001.SH,20231031,3018.7706,3019.646,3023.0014,3006.6088,3021.5534,-2.7828,-0.0921,319859967,386277226.4272
000001.SH,20231030,3021.5534,3009.6104,3028.2641,3002.3477,3017.7842,3.7692,0.1249,360604238,439587974.7696
000001.SH,20231027,3017.7842,2978.4026,3029.2101,2974.8802,2988.2992,29.485,0.9867,321803717,385692318.1003
000001.SH,20231026,2988.2992,2960.1038,2990.3277,2956.006,2974.1135,14.1857,0.477,291814511,332258828.0446
000001.SH,20231025,2974.1135,2986.4066,2993.2951,2972.4177,2962.2437,11.8698,0.4007,332392004,362846635.5492
000001.SH,20231024,2962.2437,2944.3105,2964.7605,2929.0883,2939.2913,22.9524,0.7809,310985389,339902176.8776
000001.SH,20231023,2939.2913,2969.7858,2973.6611,2923.5113,2983.0585,-43.7672,-1.4672,278904128,304028962.456
000001.SH,20231020,2983.0585,2995.3575,3006.2746,2977.1731,3005.3934,-22.3349,-0.7432,267113594,307388393.3272
000001.SH,20231019,3005.3934,3043.1955,3043.1955,3004.7745,3058.7098,-53.3164,-1.7431,304038910,355069176.9764
000001.SH,20231018,3058.7098,3076.5796,3076.5796,3057.0588,3083.4964,-24.7866,-0.8038,268647155,310306035.7772
000001.SH,20231017,3083.4964,3076.4283,3084.0725,3064.8897,3073.813,9.6834,0.315,259019588,300026228.4522
000001.SH,20231016,3073.813,3091.0647,3091.1257,3063.6856,3088.0991,-14.2861,-0.4626,263882363,314394203.0297
000001.SH,20231013,3088.0991,3091.9972,3094.9153,3080.5481,3107.9007,-19.8016,-0.6371,255085235,309538085.3249
000001.SH,20231012,3107.9007,3101.7051,3109.9898,3092.1771,3078.9556,28.9451,0.9401,274827998,325865894.3683
000001.SH,20231011,3078.9556,3085.6989,3095.6594,3071.936,3075.2361,3.7195,0.121,259918692,326562386.1706
000001.SH,20231010,3075.2361,3104.3651,3109.9822,3073.1864,3096.9224,-21.6863,-0.7003,255327379,293653291.7165
000001.SH,20231009,3096.9224,3099.9998,3103.3597,3072.6418,3110.4753,-13.5529,-0.4357,264422205,302662162.1238
000001.SH,20230928,3110.4753,3117.7549,3121.8352,3105.9397,3107.3156,3.1597,0.1017,236329981,288396222.7544
000001.SH,20230927,3107.3156,3104.0395,3125.447,3103.8441,3102.2726,5.043,0.1626,240495830,293421022.407
000001.SH,20230926,3102.2726,3114.0214,3120.2889,3102.2726,3115.6071,-13.3345,-0.428,222644313,270006131.0189
000001.SH,20230925,3115.6071,3131.2079,3131.2079,3112.1505,3132.4316,-16.8245,-0.5371,258071885,294635829.6379
000001.SH,20230922,3132.4316,3084.7567,3132.5578,3078.8007,3084.701,47.7306,1.5473,285978351,321443778.9432
000001.SH,20230921,3084.701,3103.1754,3113.4939,3084.701,3108.5679,-23.8669,-0.7678,228659100,243536277.5366
000001.SH,20230920,3108.5679,3118.6671,3122.1277,3108.1578,3124.9567,-16.3888,-0.5244,228124462,243019998.6574
000001.SH,20230919,3124.9567,3123.9862,3131.1298,3113.5254,3125.9319,-0.9752,-0.0312,253652761,274062664.3567
000001.SH,20230918,3125.9319,3110.4404,3128.7009,3098.496,3117.7434,8.1885,0.2626,259444257,299644725.4274
000001.SH,20230915,3117.7434,3133.5883,3141.9642,3107.448,3126.5511,-8.8077,-0.2817,292026365,326091455.8716
000001.SH,20230914,3126.5511,3124.8482,3135.025,3111.8588,3123.0669,3.4842,0.1116,263990138,281641855.5331
000001.SH,20230913,3123.0669,3137.7718,3143.7577,3106.9693,3137.0593,-13.9924,-0.446,249701038,282015557.2107
000001.SH,20230912,3137.0593,3140.3409,3147.5141,3134.3176,3142.779,-5.7197,-0.182,234672051,281897501.7606
000001.SH,20230911,3142.779,3119.6101,3155.1026,3113.8164,3116.7191,26.0599,0.8361,290442917,351883735.9766
000001.SH,20230908,3116.7191,3114.2296,3126.0412,3104.6743,3122.3523,-5.6332,-0.1804,228125064,270006714.9343
000001.SH,20230907,3122.3523,3152.2028,3152.2662,3120.8229,3158.0769,-35.7246,-1.1312,269264733,317186963.334
000001.SH,20230906,3158.0769,3147.1363,3162.1547,3136.8998,3154.3693,3.7076,0.1175,267002230,324001129.6933
000001.SH,20230905,3154.3693,3169.7384,3169.7384,3150.0753,3177.0603,-22.691,-0.7142,294061849,342760613.428
000001.SH,20230904,3177.0603,3145.9435,3177.0603,3143.3793,3133.2467,43.8136,1.3983,366391140,404500273.0175
000001.SH,20230901,3133.2467,3126.0234,3143.8457,3123.1896,3119.8764,13.3703,0.4286,292310992,334739632.9247
000001.SH,20230831,3119.8764,3134.5529,3139.9801,3113.9459,3137.1375,-17.2611,-0.5502,313448242,362507128.7767
000001.SH,20230830,3137.1375,3144.4067,3153.689,3126.9024,3135.8867,1.2508,0.0399,347511867,414729469.5993
000001.SH,20230829,3135.8867,3091.9379,3145.761,3090.4377,3098.6363,37.2504,1.2022,398875780,443979436.9751
000001.SH,20230828,3098.6363,3219.0432,3219.0432,3089.1194,3064.0747,34.5616,1.128,485607764,517234120.9086
000001.SH,20230825,3064.0747,3068.615,3085.047,3053.0373,3082.2439,-18.1692,-0.5895,293347686,317757173.3997
000001.SH,20230824,3082.2439,3085.9107,3106.1824,3072.9511,3078.4021,3.8418,0.1248,300024637,332447831.2616
000001.SH,20230823,3078.4021,3116.2661,3116.3765,3077.6056,3120.3338,-41.9317,-1.3438,272244124,297986364.377
000001.SH,20230822,3120.3338,3103.7807,3126.7838,3074.5307,3092.9777,27.3561,0.8845,309316335,348637687.6068
000001.SH,20230821,3092.9777,3125.9897,3134.9571,3092.9777,3131.953,-38.9753,-1.2444,265753423,293721061.6212
000001.SH,20230818,3131.953,3165.0998,3179.1159,3131.953,3163.7393,-31.7863,-1.0047,294390352,320449006.9367
000001.SH,20230817,3163.7393,3137.3514,3167.4457,3123.2495,3150.1277,13.6116,0.4321,294692586,320785474.1076
000001.SH,20230816,3150.1277,3164.7019,3176.626,3149.7226,3176.1758,-26.0481,-0.8201,281728292,303611332.6384
000001.SH,20230815,3176.1758,3180.5579,3186.234,3147.3459,3178.4272,-2.2514,-0.0708,273251922,300827985.3746
000001.SH,20230814,3178.4272,3159.7138,3180.5067,3141.6551,3189.248,-10.8208,-0.3393,299840327,322632054.3965
000001.SH,20230811,3189.248,3254.4751,3254.4751,3189.248,3254.5597,-65.3117,-2.0068,330137750,339187129.8407
000001.SH,20230810,3254.5597,3242.2057,3257.0298,3234.1158,3244.4867,10.073,0.3105,287412142,307263291.7332
000001.SH,20230809,3244.4867,3251.1521,3257.0816,3240.2888,3260.6196,-16.1329,-0.4948,271218538,309778299.5736
000001.SH,20230808,3260.6196,3260.7218,3274.5186,3246.6745,3268.8311,-8.2115,-0.2512,316520733,355750325.3405
000001.SH,20230807,3268.8311,3276.7756,3276.7756,3258.5372,3288.0842,-19.2531,-0.5855,360341484,393056934.1815
000001.SH,20230804,3288.0842,3296.0944,3315.0492,3281.7343,3280.4626,7.6216,0.2323,470927697,497188089.3893
000001.SH,20230803,3280.4626,3254.5651,3280.8636,3247.2719,3261.6903,18.7723,0.5755,384691317,389530671.9671
000001.SH,20230802,3261.6903,3281.8583,3290.8203,3252.3036,3290.9493,-29.259,-0.8891,405341499,388952703.9735
000001.SH,20230801,3290.9493,3288.7604,3305.3402,3279.5656,3291.0398,-0.0905,-0.0027,459890833,441023318.5885
000001.SH,20230731,3291.0398,3287.2089,3322.1291,3281.0133,3275.9257,15.1141,0.4614,459030994,511505348.4179
000001.SH,20230728,3275.9257,3206.741,3280.2777,3200.9939,3216.6709,59.2548,1.8421,411068434,436923617.4084
000001.SH,20230727,3216.6709,3225.4763,3245.6028,3210.4699,3223.0279,-6.357,-0.1972,327118867,332145068.2675
000001.SH,20230726,3223.0279,3228.0873,3229.8921,3212.8801,3231.5213,-8.4934,-0.2628,317206051,328306929.3731
000001.SH,20230725,3231.5213,3201.4575,3231.7486,3201.4575,3164.1608,67.3605,2.1289,348617714,410846601.1105
000001.SH,20230724,3164.1608,3157.4694,3178.7335,3151.1252,3167.7452,-3.5844,-0.1132,216595211,260119088.909
000001.SH,20230721,3167.7452,3163.421,3185.6357,3157.3335,3169.522,-1.7768,-0.0561,225331363,280673190.4042
000001.SH,20230720,3169.522,3201.9111,3209.0554,3165.6739,3198.8358,-29.3138,-0.9164,238932891,302376024.1102
000001.SH,20230719,3198.8358,3195.0085,3204.3612,3181.5611,3197.8201,1.0157,0.0318,217355860,281206091.159
000001.SH,20230718,3197.8201,3206.786,3210.2482,3190.0049,3209.6298,-11.8097,-0.3679,235030259,307331649.3099
000001.SH,20230717,3209.6298,3219.0162,3219.0162,3195.8862,3237.7012,-28.0714,-0.867,250208376,322074497.0629
000001.SH,20230714,3237.7012,3240.9695,3248.3849,3233.9985,3236.48,1.2212,0.0377,273327494,368337829.1075
000001.SH,20230713,3236.48,3202.6992,3238.4675,3202.6992,3196.1337,40.3463,1.2623,276620508,373242517.8247
000001.SH,20230712,3196.1337,3220.3758,3224.3312,3193.4366,3221.3666,-25.2329,-0.7833,271423386,365433182.2936
000001.SH,20230711,3221.3666,3211.1222,3221.6804,3200.3845,3203.6958,17.6708,0.5516,227600467,309950254.6796
000001.SH,20230710,3203.6958,3208.7349,3216.5348,3192.6579,3196.6092,7.0866,0.2217,236560367,311462495.6014
000001.SH,20230707,3196.6092,3197.4716,3212.0472,3189.2114,3205.5748,-8.9656,-0.2797,255688469,313607453.159
000001.SH,20230706,3205.5748,3215.8633,3229.4799,3199.7164,3222.9469,-17.3721,-0.539,246119032,320808312.5891
000001.SH,20230705,3222.9469,3240.0486,3241.8353,3218.6022,3245.3492,-22.4023,-0.6903,264016426,351234984.7406
000001.SH,20230704,3245.3492,3241.2305,3246.9576,3233.9895,3243.975,1.3742,0.0424,279248721,387115944.0596
000001.SH,20230703,3243.975,3209.1623,3246.8605,3209.1623,3202.0623,41.9127,1.3089,312371395,421353472.3564
000001.SH,20230630,3202.0623,3178.9242,3212.9928,3177.9913,3182.3812,19.6811,0.6184,265379873,359739563.3541
000001.SH,20230629,3182.3812,3185.4242,3196.5025,3179.5251,3189.3758,-6.9946,-0.2193,250340074,340636710.9113
000001.SH,20230628,3189.3758,3183.4865,3192.6589,3157.1229,3189.4427,-0.0669,-0.0021,276231948,360118192.4784
000001.SH,20230627,3189.4427,3153.3132,3194.4086,3148.2657,3150.6189,38.8238,1.2323,287604327,354487810.6004
000001.SH,20230626,3150.6189,3177.2293,3181.0758,3144.2484,3197.9011,-47.2822,-1.4785,308129811,398859657.4078
000001.SH,20230621,3197.9011,3230.1142,3236.3626,3197.9011,3240.3648,-42.4637,-1.3105,294377372,406234561.3598
000001.SH,20230620,3240.3648,3252.5435,3252.8435,3237.7857,3255.8057,-15.4409,-0.4743,298260596,433243981.4599
000001.SH,20230619,3255.8057,3271.1635,3271.1635,3251.7789,3273.3341,-17.5284,-0.5355,327753047,455226178.2188
000001.SH,20230616,3273.3341,3256.2989,3276.5522,3255.4988,3252.9751,20.359,0.6259,326281846,444375632.3957
000001.SH,20230615,3252.9751,3230.4512,3252.9751,3229.1452,3228.9887,23.9864,0.7428,313255752,437522981.5482
000001.SH,20230614,3228.9887,3238.1189,3248.4609,3226.7743,3233.6734,-4.6847,-0.1449,303537260,404009517.761
000001.SH,20230613,3233.6734,3223.8958,3235.0854,3215.4989,3228.8336,4.8398,0.1499,280628454,377193491.3894
000001.SH,20230612,3228.8336,3225.3049,3239.4368,3210.7135,3231.4055,-2.5719,-0.0796,313784444,403241619.6234
000001.SH,20230609,3231.4055,3213.033,3231.4055,3206.1027,3213.5855,17.82,0.5545,314155501,413341768.4127
000001.SH,20230608,3213.5855,3194.8348,3225.5263,3180.5354,3197.7587,15.8268,0.4949,293530741,353551633.1556
000001.SH,20230607,3197.7587,3197.4677,3210.3295,3188.0053,3195.3404,2.4183,0.0757,258063400,331083866.6517
000001.SH,20230606,3195.3404,3228.4068,3247.349,3189.2692,3232.441,-37.1006,-1.1478,308285872,387492228.8357
000001.SH,20230605,3232.441,3231.8108,3244.1801,3221.6254,3230.0686,2.3724,0.0734,278060203,357810090.5748
000001.SH,20230602,3230.0686,3212.4489,3233.9916,3211.737,3204.6345,25.4341,0.7937,294667098,377507927.7291
000001.SH,20230601,3204.6345,3196.1547,3225.093,3189.5174,3204.5644,0.0701,0.0022,312330759,400981483.1776
000001.SH,20230531,3204.5644,3214.6551,3216.3597,3190.2736,3224.2133,-19.6489,-0.6094,294573338,384999190.2157
000001.SH,20230530,3224.2133,3214.6728,3230.6317,3186.6256,3221.4484,2.7649,0.0858,303532460,376622572.8651
000001.SH,20230529,3221.4484,3219.7553,3230.9706,3208.955,3212.5038,8.9446,0.2784,297389487,377875996.064
000001.SH,20230526,3212.5038,3198.8825,3220.7737,3179.8217,3201.2605,11.2433,0.3512,261700479,333319265.9731
000001.SH,20230525,3201.2605,3197.3644,3207.021,3168.5716,3204.7494,-3.4889,-0.1089,283588925,347709231.7305
000001.SH,20230524,3204.7494,3237.7045,3237.7045,3204.3813,3246.238,-41.4886,-1.2781,288720257,342677325.7346
000001.SH,20230523,3246.238,3294.7877,3298.2257,3246.238,3296.4696,-50.2316,-1.5238,275279083,324667932.8729
000001.SH,20230522,3296.4696,3278.596,3308.5325,3276.5398,3283.5417,12.9279,0.3937,273889998,342448401.6305
000001.SH,20230519,3283.5417,3288.8911,3302.3424,3268.2242,3297.3199,-13.7782,-0.4179,285404064,359507956.5181
000001.SH,20230518,3297.3199,3288.4112,3313.8622,3284.1679,3284.232,13.0879,0.3985,309967472,368435070.9882
000001.SH,20230517,3284.232,3281.9664,3298.519,3269.8936,3290.9874,-6.7554,-0.2053,285744050,340482661.4975
000001.SH,20230516,3290.9874,3310.1607,3317.9012,3282.4918,3310.7367,-19.7493,-0.5965,322479410,385386011.2023
000001.SH,20230515,3310.7367,3269.8781,3310.7367,3235.8679,3272.3619,38.3748,1.1727,388045887,431706863.2693
000001.SH,20230512,3272.3619,3304.4582,3319.1307,3271.4311,3309.5512,-37.1893,-1.1237,347314983,387081199.2853
000001.SH,20230511,3309.5512,3323.6583,3333.2496,3307.2887,3319.1506,-9.5994,-0.2892,354258271,401313953.4043
000001.SH,20230510,3319.1506,3347.7015,3349.7213,3305.2506,3357.6707,-38.5201,-1.1472,451739731,489553667.2965
000001.SH,20230509,3357.6707,3402.3938,3418.9534,3356.1183,3395.0036,-37.3329,-1.0996,573013309,619108477.5013
000001.SH,20230508,3395.0036,3340.9904,3400.1766,3340.9904,3334.5028,60.5008,1.8144,534103659,564661993.453
000001.SH,20230505,3334.5028,3350.6538,3364.1417,3321.1872,3350.4587,-15.9559,-0.4762,436504494,499294430.5323
000001.SH,20230504,3350.4587,3306.4827,3352.7463,3302.0275,3323.2746,27.1841,0.818,483364916,550494850.3467
000001.SH,20230428,3323.2746,3283.1224,3324.8808,3283.1224,3285.8844,37.3902,1.1379,401554785,514904620.6877
000001.SH,20230427,3285.8844,3256.2278,3299.301,3253.1117,3264.1006,21.7838,0.6674,341590534,466175350.4204
000001.SH,20230426,3264.1006,3255.2171,3277.9797,3239.9893,3264.8717,-0.7711,-0.0236,357917842,480418149.4028
000001.SH,20230425,3264.8717,3276.403,3288.5685,3229.4461,3275.413,-10.5413,-0.3218,380895729,494240131.3883
000001.SH,20230424,3275.413,3300.8125,3303.0908,3264.9349,3301.2575,-25.8445,-0.7829,354255626,473265986.2688
000001.SH,20230421,3301.2575,3363.9987,3367.6093,3301.2575,3367.031,-65.7735,-1.9535,387395098,530517857.7717
000001.SH,20230420,3367.031,3367.0525,3371.3679,3344.016,3370.1283,-3.0973,-0.0919,350354965,499672394.2156
000001.SH,20230419,3370.1283,3391.3549,3394.959,3364.6419,3393.3312,-23.2029,-0.6838,346123443,476496941.0172
000001.SH,20230418,3393.3312,3379.2267,3396.1745,3375.7803,3385.6095,7.7217,0.2281,348399486,474287388.9442
000001.SH,20230417,3385.6095,3337.0605,3385.6095,3336.3881,3338.1525,47.457,1.4217,402809926,523790271.0223
000001.SH,20230414,3338.1525,3326.3704,3340.0764,3316.8101,3318.3638,19.7887,0.5963,338299275,478345417.4613
000001.SH,20230413,3318.3638,3321.2733,3334.4697,3309.2515,3327.1816,-8.8178,-0.265,347862106,477587943.3796
000001.SH,20230412,3327.1816,3316.8623,3330.7079,3315.3991,3313.5705,13.6111,0.4108,343025315,482066170.1348
000001.SH,20230411,3313.5705,3317.0771,3317.4484,3298.2498,3315.3578,-1.7873,-0.0539,320566055,466895849.2546
000001.SH,20230410,3315.3578,3331.5051,3332.7152,3309.9171,3327.6457,-12.2879,-0.3693,340819845,516434325.4021
000001.SH,20230407,3327.6457,3312.4813,3328.8455,3308.061,3312.628,15.0177,0.4533,283032247,436372798.9258
000001.SH,20230406,3312.628,3302.751,3314.5262,3296.055,3312.5578,0.0702,0.0021,327155424,506500167.1652
000001.SH,20230404,3312.5578,3297.183,3312.5615,3290.9925,3296.396,16.1618,0.4903,385871617,555811064.0155
000001.SH,20230403,3296.396,3277.34,3299.7321,3276.4158,3272.8602,23.5358,0.7191,357676775,513390565.537
000001.SH,20230331,3272.8602,3263.4061,3278.4231,3260.0396,3261.2485,11.6117,0.3561,283613746,396689286.2543
000001.SH,20230330,3261.2485,3243.0683,3263.7379,3220.9846,3240.0568,21.1917,0.6541,299898295,401634271.1052
000001.SH,20230329,3240.0568,3253.6212,3254.5564,3229.5848,3245.376,-5.3192,-0.1639,296900508,405542776.8654
000001.SH,20230328,3245.376,3256.6023,3264.0978,3241.7368,3251.3971,-6.0211,-0.1852,295682660,396882943.3678
000001.SH,20230327,3251.3971,3261.8235,3261.8235,3229.7037,3265.6537,-14.2566,-0.4366,337861206,453585768.7405
000001.SH,20230324,3265.6537,3282.739,3282.739,3260.8444,3286.6491,-20.9954,-0.6388,324513337,430761598.8632
000001.SH,20230323,3286.6491,3258.7791,3286.6491,3252.9917,3265.7475,20.9016,0.64,306118393,426564792.5791
000001.SH,20230322,3265.7475,3263.4129,3279.3938,3255.7394,3255.6505,10.097,0.3101,290840462,382509081.3094
000001.SH,20230321,3255.6505,3240.8388,3255.9997,3237.8934,3234.9103,20.7402,0.6411,301810779,388047055.8748
000001.SH,20230320,3234.9103,3253.9302,3267.9931,3231.6459,3250.546,-15.6357,-0.481,392517391,480292404.9439
000001.SH,20230317,3250.546,3245.2604,3279.9228,3240.157,3226.8912,23.6548,0.7331,343001022,431983057.7365
000001.SH,20230316,3226.8912,3244.4699,3257.433,3224.7223,3263.3148,-36.4236,-1.1162,327389632,392910208.3967
000001.SH,20230315,3263.3148,3261.0284,3273.1232,3256.8566,3245.3123,18.0025,0.5547,305168798,373276384.4095
000001.SH,20230314,3245.3123,3261.9219,3262.0025,3216.9927,3268.6955,-23.3832,-0.7154,319906033,409976276.1209
000001.SH,20230313,3268.6955,3228.1239,3268.6955,3228.1239,3230.0766,38.6189,1.1956,294928087,364414206.5117
000001.SH,20230310,3230.0766,3255.5121,3262.147,3229.4959,3276.0937,-46.0171,-1.4046,281135410,342198577.5881
000001.SH,20230309,3276.0937,3285.9427,3289.06,3259.9999,3283.2479,-7.1542,-0.2179,264021859,328825695.4925
000001.SH,20230308,3283.2479,3271.8798,3283.2479,3263.6927,3285.0988,-1.8509,-0.0563,260443547,312822175.7007
000001.SH,20230307,3285.0988,3320.211,3342.8585,3284.4099,3322.0259,-36.9271,-1.1116,389957956,430081145.2293
000001.SH,20230306,3322.0259,3332.0235,3333.0619,3308.7255,3328.3927,-6.3668,-0.1913,340530446,431616811.145
000001.SH,20230303,3328.3927,3314.7727,3330.6046,3302.6231,3310.6536,17.7391,0.5358,343996919,388860006.7049
000001.SH,20230302,3310.6536,3308.0113,3320.7441,3306.4554,3312.3478,-1.6942,-0.0511,328520016,389390626.8788
000001.SH,20230301,3312.3478,3279.1364,3315.1604,3272.0351,3279.6053,32.7425,0.9984,318398704,384387413.8303
000001.SH,20230228,3279.6053,3265.742,3280.4154,3246.1446,3258.0344,21.5709,0.6621,251625032,318030137.2864
000001.SH,20230227,3258.0344,3256.9998,3276.5791,3251.7213,3267.1597,-9.1253,-0.2793,242855344,324605090.9248
000001.SH,20230224,3267.1597,3287.2553,3288.3922,3253.9748,3287.477,-20.3173,-0.618,234206306,308004347.731
000001.SH,20230223,3287.477,3293.5219,3307.4385,3275.3621,3291.1477,-3.6707,-0.1115,262324304,334364534.3783
000001.SH,20230222,3291.1477,3292.0489,3307.0343,3286.7207,3306.5236,-15.3759,-0.465,255403985,320515620.0012
000001.SH,20230221,3306.5236,3291.6312,3308.7908,3282.436,3290.3383,16.1853,0.4919,324409449,390691271.556
000001.SH,20230220,3290.3383,3230.4728,3291.0388,3225.8427,3224.0243,66.314,2.0569,325007733,397720315.3051
000001.SH,20230217,3224.0243,3244.7325,3262.4729,3223.2581,3249.0295,-25.0052,-0.7696,278451237,355625842.5427
000001.SH,20230216,3249.0295,3281.7352,3308.8279,3231.3421,3280.4919,-31.4624,-0.9591,380863545,468382512.2274
000001.SH,20230215,3280.4919,3294.015,3296.1995,3274.5505,3293.2825,-12.7906,-0.3884,269939123,357621816.1305
000001.SH,20230214,3293.2825,3288.9742,3293.7338,3279.1894,3284.1599,9.1226,0.2778,270974168,355558052.4425
000001.SH,20230213,3284.1599,3256.9881,3285.0913,3252.6327,3260.6734,23.4865,0.7203,297213188,397011413.4057
000001.SH,20230210,3260.6734,3266.4367,3269.9944,3247.2296,3270.3826,-9.7092,-0.2969,260626926,341749872.0239
